date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:00:49	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Aug%202026%2005:57:30%20GMT	https://www.sandbox.paypal.com/us/webapps/mpp/ua/privacy-full	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/us/webapps/mpp/ua/privacy-full.13.delayed	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:49	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Aug%202026%2005:57:31%20GMT	https://www.sandbox.paypal.com/us/legalhub/paypal/privacy-full	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/us/legalhub/paypal/privacy-full.14.delayed	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:49	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Aug%202026%2005:57:32%20GMT	https://www.sandbox.paypal.com/us/webapps/mpp/ua/legalhub-full	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/us/webapps/mpp/ua/legalhub-full.15.delayed	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:49	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Aug%202026%2005:57:33%20GMT	https://www.sandbox.paypal.com/us/legalhub/paypal/home	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/us/legalhub/paypal/home.16.delayed	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:49	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Aug%202026%2005:57:20%20GMT	https://www.sandbox.paypal.com/us/webapps/mpp/ua/upcoming-policies-full	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/us/webapps/mpp/ua/upcoming-policies-full.17.delayed	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:49	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Aug%202026%2005:57:21%20GMT	https://www.sandbox.paypal.com/us/legalhub/paypal/upcoming-policies-full	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/us/legalhub/paypal/upcoming-policies-full.18.delayed	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:49	7711/7711	---M-Z	200	added ('OK')	application/javascript	etag:W/%226786ddcf-1e1f%22	https://www.paypalobjects.com/rdaAssets/fraudnet/sync/fn-sync-telemetry-min.js	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/rdaAssets/fraudnet/sync/fn-sync-telemetry-min.js	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:51	145017/145017	------	200	untouched ('OK')	text/html	etag:W/%22db98-xyxAw4QnoEuEkQp6lQDS85hyIMs%22	https://www.sandbox.paypal.com/us/webapps/mpp/country-worldwide	/workspaces/Transferly/paypal_mirror/www.sandbox.paypal.com/us/webapps/mpp/country-worldwide.html	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:51	380741/380741	---M-Z	200	added ('OK')	application/javascript	etag:W/%226a864391-5cf45%22	https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/js/signin-split.js	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/js/signin-split.js	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:51	72522/72522	---M-Z	200	added ('OK')	application/javascript	etag:W/%2269e9079d-11b4a%22	https://www.paypalobjects.com/pa/js/min/pa.js	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/pa/js/min/pa.js	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:52	162691/162691	---M-Z	200	added ('OK')	application/javascript	etag:W/%226a864392-27b83%22	https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/js/lib/datadog-rum.js	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/js/lib/datadog-rum.js	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:53	6675/6675	---M-Z	200	added ('OK')	text/html	etag:W/%2269e71708-1a13%22	https://www.paypalobjects.com/webcaptcha/grcenterprise_v3_static.html	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webcaptcha/grcenterprise_v3_static.html	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:54	14247/14247	---M-Z	200	added ('OK')	application/javascript	etag:W/%226a439022-37a7%22	https://www.paypalobjects.com/webcaptcha/grcenterprise_v3_static.js	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webcaptcha/grcenterprise_v3_static.js	(from https://www.sandbox.paypal.com/signin?returnUri=https%3A%2F%2Fwww.sandbox.paypal.com%2Fmep%2F)
06:00:55	13928/13928	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254dd7010-3668%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.1.eot?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.11034.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:00:56	13928/13928	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254dd7010-3668%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.1.eot?	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.1d41d.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:00:57	13840/13840	---M--	200	added ('OK')	font/woff	etag:%2254dd7010-3610%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.1.woff?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.11034.woff	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:00:58	13764/13764	---M-Z	200	added ('OK')	text/plain	etag:W/%2254dd7010-35c4%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.1.ttf?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.11034.ttf	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:00:59	51989/51989	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2254dd7010-cb15%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.1.svg?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Utility-v1.11034.svg	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:00	11864/11864	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254dd7010-2e58%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.1.eot?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.11034.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:01	11864/11864	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254dd7010-2e58%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.1.eot?	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.1d41d.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:02	11776/11776	---M--	200	added ('OK')	font/woff	etag:%2254dd7010-2e00%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.1.woff?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.11034.woff	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:03	11700/11700	---M-Z	200	added ('OK')	text/plain	etag:W/%2254dd7010-2db4%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.1.ttf?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.11034.ttf	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:04	44339/44339	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2254dd7010-ad33%22	https://www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.1.svg?-acnm6v&_=999999	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/fonts/v1.1/PP-Web-v1.11034.svg	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:05	33722/33722	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254adafc1-83ba%22	https://www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.eot	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:06	33722/33722	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254adafc1-83ba%22	https://www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.eot?	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regulard41d.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:07	23420/23420	---M--	200	added ('OK')	font/woff	etag:%2254adafc1-5b7c%22	https://www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.woff	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.woff	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:08	33412/33412	---M-Z	200	added ('OK')	text/plain	etag:W/%2254adafc1-8284%22	https://www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.ttf	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.ttf	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:09	46314/46314	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2254adafc1-b4ea%22	https://www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.svg	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/fnt/cweb/paypal-icons_1-0-3/PayPalIcons-Regular.svg	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:10	41989/41989	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22560b6e70-a405%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Bold.eot	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Bold.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:11	41989/41989	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22560b6e70-a405%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Bold.eot?	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Boldd41d.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:12	50567/50567	---M--	200	added ('OK')	font/woff	etag:%22560b6e70-c587%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Bold.woff	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Bold.woff	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:13	130690/130690	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22560b6e70-1fe82%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Bold.svg	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Bold.svg	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:14	40456/40456	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22560b6e70-9e08%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Light.eot	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Light.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:15	40456/40456	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22560b6e70-9e08%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Light.eot?	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Lightd41d.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:16	18360/18360	---M--	200	added ('OK')	application/font-woff2	etag:%2260271cda-47b8%22	https://www.paypalobjects.com/paypal-ui/fonts/PayPalSansBig-Light.woff2	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/paypal-ui/fonts/PayPalSansBig-Light.woff2	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:17	130681/130681	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22560b6e70-1fe79%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Light.svg	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Light.svg	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:18	42236/42236	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22560b6e70-a4fc%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Medium.eot	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Medium.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:19	42236/42236	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22560b6e70-a4fc%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Medium.eot?	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Mediumd41d.eot	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:20	18508/18508	---M--	200	added ('OK')	application/font-woff2	etag:%2260271cda-484c%22	https://www.paypalobjects.com/paypal-ui/fonts/PayPalSansBig-Medium.woff2	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/paypal-ui/fonts/PayPalSansBig-Medium.woff2	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
06:01:21	130496/130496	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22560b6e70-1fdc0%22	https://www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Medium.svg	/workspaces/Transferly/paypal_mirror/www.paypalobjects.com/webstatic/mktg/2014design/font/PP-Sans/PayPalSansBig-Medium.svg	(from https://www.paypalobjects.com/web/res/4d0/e555934aad7274530d6806de4b918/css/contextualLoginElementalUIv2.css)
